****************************************************************************************************************************
Sayın Araştırmacı;

Bu Türkçe Duygu Sözlüğü, doktora tezi çalışması kapsamında geliştirilmiş olup,
kullanılması ve dağıtılması tamamen serbesttir. Amacımız dilimizde yapılacak
çalışmalara kaynak oluşturabilmektedir. 

Akademik amaçlı kullanımınızda, aşağıdaki yayınlara çalışmalarınızda referans vermenizi rica ederiz.

İyi çalışmalar....


REFERANS VERİLECEK YAYINLAR:
---------------------------
1) F. Sağlam, B. Genç, H. Sever, "Extending a Sentiment Lexicon with Synonym-Antonym Datasets: SWNetTR++", 
   Turkish Journal of Electrical Engineering and Computer Sciences, 27 (2019) 1806-1820. 
   
2) F. Sağlam, B. Genç, H. Sever, "Developing Turkish Sentiment Lexicon for Sentiment Analysis Using Online News Media", 
   IEEE/ACS 13th International Conference of Computer Systems and Applications (AICCSA), 
   Nov 29 – Dec 02 2016, Agadir, Morocco, 2016.   


SÖZLÜĞÜN TÜM GELİŞTİRİLME YÖNTEM VE SÜREÇLERİ HAKKINDA BÜTÜN BİLGİLER İÇİN:
--------------------------------------------------------------------------
   YÖK Tez Merkezi, 10253867 referans numaralı, 
   "Otomatik Duygu Sözlüğü Geliştirilmesi ve Haberlerin Duygu Analizi" konulu doktora tezi.


TÜRKÇE KARAKTERLERDEN DOLAYI ENCODING PROBLEMI YAŞAYANLAR İÇİN PYTHON KOD SATIRI:
--------------------------------------------------------------------------------
   import pandas as pd
   SWNetTR = pd.read_csv(r"...\YOUR_PATH\SWNetTR++.csv", sep=';', decimal=",", encoding="utf-8-sig")


Fatih SAĞLAM
fsaglam2002@yahoo.com

****************************************************************************************************************************



WORD;TONE;POLARITY
mat donuk;-0,044708628;-1
mat mavi;0,286517439;1
mat olmak;0,067294818;1
matador;0,451857439;1
matafora;0,409327439;1
matah;-0,396322684;-1
matara;0,425307439;1
matba;0,044337439;1
matbaa;0,044337439;1
matbu;-0,110459154;-1
matbuat;-0,11749105;-1
matem;-0,204935791;-1
matem ayı;-0,13483;-1
matem tutmak;-0,099825386;-1
matematik;0,115525699;1
matematiksel;0,349927439;1
matemli;-0,367045075;-1
materialize;-0,02083;-1
materyal;0,051397908;1
materyalist;0,241361336;1
materyalizm;0,119847439;1
materyel;-0,047145834;-1
matine;0,161517439;1
matine idol;-0,625;-1
matiz;0,707037439;1
matkap;-0,11816;-1
matkap gibi;-0,125;-1
matla;-0,17391;-1
matlık;-0,10812;-1
matlup;0,159323342;1
matmazel;0,109904173;1
matrah;-0,41919;-1
matrak;-0,023201386;-1
matriarkal;0,052799346;1
matris;0,094543455;1
matrûh;0,101073324;1
matruşluk;-0,124999609;-1
matrut;0,101359424;1
mattal;-0,309656212;-1
matuf;0,079617439;1
matuh;-0,307779655;-1
maulers;0,161517439;1
maun;0,623612312;1
maval;-0,0824;-1
mavalcı;-0,132576331;-1
mavera;0,349007439;1
mavi;-0,04725;-1
mavi çiçekli;0,161517439;1
mavi gökyüzü;0,161517439;1
mavi gözlü;0,161517439;1
mavi hikayesi;0,161517439;1
mavi kitap;0,172877439;1
mavi kör;-0,625;-1
mavi körlük;-0,375;-1
mavi kurdele;0,786517439;1
mavi kuş;0,119847439;1
mavi notu;0,161517439;1
mavi pickerel;0,161517439;1
mavi pike;0,161517439;1
mavi pikeperch;0,161517439;1
mavi şaka;0,161517439;1
mavi şeytanlar;-0,125;-1
mavimsi;-0,125;-1
mavimsi leylak;-0,5;-1
mavimtırak;-0,125;-1
mavisi meyveli;0,161517439;1
maviş;0,357687439;1
mavna;0,062608125;1
mavzer;-0,03093;-1
maya;0,082370261;1
maya mantar;-0,125;-1
mayai;-0,321206755;-1
mayala;-0,18927;-1
mayalan;-0,21389;-1
mayalanan;-0,03;-1
mayalandırıcı;-0,25;-1
mayalanma;-0,028473658;-1
mayalı;-0,02841;-1
mayasıl;-0,228878654;-1
mayasız;-0,446874914;-1
maydanoz;0,078187439;1
mayhoş;-0,17959779;-1
mayhoşluk;-0,125;-1
mayın;-0,149556562;-1
mayın domuz;0,161517439;1
mayın imha;-0,125;-1
mayınla;-0,1222;-1
mayınları;-0,433039967;-1
mayıs;-0,125;-1
mayıslamak;-0,04167;-1
mayışmak;0,121673313;1
mayi;-0,52628;-1
maymun;-0,33807;-1
maymun gibi;-0,5;-1
maymun iştahlı;0,203187439;1
maymuncuk;-0,154980771;-1
maymunlar;0,203187439;1
maymunsuydu;-0,16667;-1
mayna;-0,053983577;-1
mayo;0,385737439;1
mayonez;-0,125;-1
mayoz;-0,125;-1
mayşor;0,451607439;1
maytap;-0,146766366;-1
mazak;0,173507439;1
mazarrat;0,134557439;1
mazbata;-0,016871456;-1
mazbut;0,167743384;1
mazed;-0,5;-1
mazeret;-0,100839138;-1
mazeretli;-0,55617;-1
mazeretsiz;-0,326615268;-1
mazgal;-0,10555295;-1
mazgallı;0,286517439;1
mazhar;0,198102849;1
mazhariyet;0,375006977;1
mazı;-0,149109519;-1
mazi;0,05830577;1
mazlum;-0,003662073;-1
mazlumluk;0,240802861;1
mazmun;-0,121736261;-1
maznun;-0,620855555;-1
mazoşist;0,411517439;1
mazoşist olarak;0,286517439;1
mazoşizm;-0,25;-1
mazot;-0,013970924;-1
mazotla;0,301357439;1
mazruf;-0,074724;-1
mazrup;-0,374171254;-1
mazul;-0,210511315;-1
mazur;-0,55617;-1
mazur görme;0,124128771;1
mazur görmek;0,057575192;1
mazur gösteren;-0,625;-1
mazur göstermek;0,286517439;1
mea culpa;-0,125;-1
meal;0,036847042;1
mealen;0,105527439;1
mebahis;-0,10795;-1
mebde;0,214147439;1
meblağ;-0,053146883;-1
mebus;0,252588031;1
mebzul;0,080630621;1
mecal;-0,017805219;-1
mecalsiz;-0,247464455;-1
mecalsizlik;-0,149826893;-1
mecaz;0,045395857;1
mecazen;-0,19481;-1
mecazi;-0,004987409;-1
mecazî;0,161517439;1
mecbur;-0,11077;-1
mecbur etme;-0,049412007;-1
mecbur etmek;-0,087531372;-1
mecburen;-0,079970681;-1
mecburi;-0,027363342;-1
mecburi iniş;-0,375;-1
mecburi olmayan;-0,5;-1
mecburiyet;-0,020121968;-1
meccanen;-0,01559603;-1
meccani;-0,022951439;-1
mecdelli meryem;-0,25;-1
mecelle;0,092682278;1
mecelleşme;-0,079797963;-1
mecidiye;0,271127439;1
meclis;-0,048300299;-1
mecmua;0,16946183;1
mecnun;0,089464985;1
mecnun olmak;-0,30274833;-1
mecra;0,104337439;1
mecrası değişmek;0,039500847;1
meczup;-0,194324339;-1
meç;0,156679828;1
meçhul;-0,19690053;-1
med;0,094876078;1
med cezir;0,059247439;1
medar;0,256399015;1
medarıiftihar;0,174847439;1
medcezir;0,059247439;1
meddah;0,106338615;1
meddücezir;0,059247439;1
medeni;0,140165123;1
medeni durum;-0,125;-1
medeni olmayan;-0,625;-1
medenileşme;-0,056106138;-1
medenîleşme;-0,033381062;-1
medenileşmemiş;-0,484527632;-1
medenilik;0,911517439;1
medeniyet;0,098260836;1
medeniyetsiz;0,071526253;1
medet;-0,033230924;-1
medih;0,183818429;1
meditasyon;0,533364739;1
meditasyona;0,161517439;1
medrese;0,128282496;1
medullalı;-0,25;-1
medüz;0,078057046;1
medya;-0,37408714;-1
medyan;-0,75;-1
medyum;0,190976403;1
medyun;0,349799594;1
mefenamik asit;-0,625;-1
mefenitoin;-0,125;-1
mefhum;0,06125426;1
mefkure;0,048592988;1
mefkûre;0,12601049;1
meflokin;-0,5;-1
meflokuin;-0,5;-1
mefluç;-0,181613413;-1
meflûç;-0,432968564;-1
mefruş;-0,111786353;-1
mefruşat;0,239267439;1
mefsuh;-0,5;-1
meftun;-0,050570914;-1
meftun olmak;0,211293612;1
meftuniyet;0,187282378;1
meftunluk;0,184527821;1
mega;0,175207439;1
megachilidae;0,286517439;1
megafon;-0,31490525;-1
megakardiya;-0,25;-1
megalohepati;-0,625;-1
megaloman;-0,46875;-1
megalomani;0,100401633;1
megatonluk;-0,04167;-1
megavat;0,149707439;1
megolomanlık;0,411517439;1
meğer;-0,12841695;-1
meğerki;-0,16484;-1
meğerse;-0,273616794;-1
mehabet;0,054514625;1
mehdi;0,187327439;1
mehel;0,142537439;1
mehil;-0,36061;-1
mehmetçik;-0,16346122;-1
mehtap;-0,006721644;-1
mehtaplı;0,047005647;1
mehter;0,285800437;1
mehteran;0,081297439;1
mehterhane;0,145004993;1
mehterler;0,081297439;1
meibomian kist;-0,125;-1
mejestrol;-0,25;-1
mekan;-0,009462155;-1
mekanik;-0,25;-1
mekanik olmayan;0,411517439;1
mekanistik;0,286517439;1
mekanizasyon;0,063897439;1
mekanizasyonu;0,203187439;1
mekanize;-0,52619;-1
mekanizma;-0,008188337;-1
mekanizmalarını;0,067477439;1
mekik;0,087907939;1
mekkâre;0,105367439;1
meklofenamat;-0,375;-1
meknuz;-0,1465922;-1
mekruh;0,055491667;1
meksika çay;0,078187439;1
meksika nane;0,161517439;1
meksika oniks;-0,25;-1
meksikalı;0,161517439;1
mektep;0,144300898;1
mektep görmemiş;-0,063413681;-1
mektepli;0,060630741;1
mektuba;0,286517439;1
mektup;-0,038899059;-1
mektup bağ;-0,625;-1
mektup çantası;-0,5;-1
mektup güvenlik;-0,5;-1
mektup mükemmel;0,661517439;1
mektup stok;-0,625;-1
mektupçu;-0,169504891;-1
mektupla;-0,625;-1
mel;0,062047439;1
melagra;0,536517439;1
melâhat;0,474017439;1
melâike;0,119847439;1
melal;-0,073285645;-1
melanet;0,318097439;1
melanizmi;-0,5;-1
melankoli;-0,50379;-1
melankolik;-0,4671875;-1
melânkolik;-0,74921875;-1
melankolili;-0,125;-1
melankolinin;-0,625;-1
melanoderma;-0,25;-1
melanozis;-0,5;-1
melas;0,141927439;1
melce;-0,143435791;-1
mele;-0,05285;-1
melek;-0,076013493;-1
melek gibi;0,265687439;1
meleke;0,148010206;1
melekler;0,119847439;1
meleksi;0,491067439;1
melena;-0,375;-1
meles;-0,125;-1
melez;-0,290431196;-1
melez gücü;-0,25;-1
melezle;0,159367439;1
melezleme;-0,165315825;-1
melezleştirmek;-0,375;-1
melhuz;0,161517439;1
melih;0,260199973;1
meliha;0,260510856;1
melik;0,048588161;1
melike;-0,089367672;-1
meliorasyon;0,206967439;1
melis;-0,19021;-1
melisa;0,207477439;1
mellaril;-0,375;-1
melodi;0,133486933;1
melodik;0,515687439;1
melodik olarak;0,286517439;1
melodik tema;0,161517439;1
melodram;0,244457439;1
melodramatik;0,203187439;1
melon;0,036565039;1
meltem;-0,025781047;-1
meltem ateş;0,286517439;1
melun;-0,25;-1
mel'un;-0,33207;-1
memat;-0,60291;-1
memba;-0,007706588;-1
membranöz;-0,125;-1
meme;0,299350589;1
meme emzirmek;-0,129077991;-1
meme iltihabı;-0,375;-1
meme vermek;-0,127514519;-1
memeliler;-0,25;-1
memelilerde;-0,430785911;-1
memelilerden;-0,54455;-1
memelilerin yaş;0,161517439;1
memişhane;0,125389542;1
memleha;0,174757439;1
memleket;-0,107829048;-1
memleketli;0,125698426;1
memluk;0,096487439;1
memnu;0,037370675;1
memnun;0,136693004;1
memnun etmek;0,275388467;1
memnuniyet;0,173789996;1
memnuniyeti;-0,16423;-1
memnuniyetle;0,247759875;1
memnuniyetlik;0,786517439;1
memnuniyetsiz;-0,625;-1
memnunluk;-0,081065349;-1
memorandum;0,1861664;1
memul;0,161517439;1
memur;-0,014411495;-1
memurdan;-0,5;-1
memure;0,599537439;1
memuriyet;0,09906508;1
men;-0,169282134;-1
menafi;0,18378776;1
menajer;0,120687439;1
mendebur;-0,111450156;-1
mendelizm;0,161517439;1
menderes;0,123377439;1
mendil;0,089521355;1
mendirek;0,084612456;1
menecer;0,120687439;1
men'eden;-0,3915;-1
menedilmiş;-0,429115276;-1
menejer;0,120687439;1
menekşe;-0,08333;-1
menekşe gülü;0,118637439;1
menekşe kokulu;-0,25;-1
menekşe pembe;-0,25;-1
menemen;-0,12175;-1
menenjit;-0,658917598;-1
menepoz;-0,44321;-1
menetme;0,235747439;1
menetmek;0,094785335;1
meneviş;0,050089754;1
menevişli;0,059666529;1
menfa;0,240857439;1
menfaat;0,068783602;1
menfaatçı;-0,061095985;-1
menfaatçi;-0,027102476;-1
menfaatçilik;-0,399829181;-1
menfaatperest;-0,042129826;-1
menfaatperestlik;-0,399829181;-1
menfaattar;-0,03096117;-1
menfez;-0,97645;-1
menfi;-0,123086771;-1
menfur;-0,22257368;-1
mengel;-0,08333;-1
mengene;-0,084452243;-1
mengi;-0,00473238;-1
menguş;0,175817439;1
menhus;-0,22866;-1
meni;-0,055900153;-1
meningismus;-0,625;-1
menisk;-0,19906;-1
menisküs;-0,19906;-1
menkıbe;0,069827859;1
menkıbevi;-0,14583;-1
menkul;0,189412136;1
menopon;0,286517439;1
menopoz;-0,44321;-1
mensubiyet;0,095298155;1
mensucat;0,129518004;1
mensup;-0,164641116;-1
mensur;0,161517439;1
menşe;-0,041225188;-1
menşeli;0,129906376;1
menşur;0,199617439;1
ment compos;0,161517439;1
mental bozukluk;-0,25;-1
menteşe;0,176157439;1
mentollü;-0,125;-1
menus;0,135008372;1
menü;-0,02636;-1
menüsküs;-0,19906;-1
menzil;-0,121339226;-1
menzile;-0,046771968;-1
mepakrin;-0,125;-1
meperidin;-0,125;-1
mephistophelean;-0,625;-1
meprobamat;-0,125;-1
mera;-0,06004678;-1
merak;0,223340152;1
merak çocuk;0,161517439;1
merak etmek;0,216016709;1
merak vurdu;-0,5;-1
merakla;0,325037353;1
meraklan;0,227087439;1
meraklandırmak;-0,25;-1
meraklanmak;0,142722419;1
meraklı;0,059207744;1
meraklı meraklı;0,161517439;1
meraklı şüpheci;-0,073161496;-1
meraklısı;0,119847439;1
meraksız;-0,201895659;-1
meral;-0,043018529;-1
meram;-0,005762742;-1
merasim;0,09254272;1
mercan;-0,03;-1
mercan balığı;-0,03;-1
mercan çalı;0,161517439;1
mercan otu;-0,125;-1
mercan yılan;-0,08333;-1
mercanköşk;0,478367439;1
mercedario;0,161517439;1
mercek;-0,06211017;-1
mercek kapağı;0,536517439;1
merci;-0,029937459;-1
mercimek;0,134317439;1
mercimekli köfte;0,134317439;1
merdane;0,348276368;1
merdikıpti;-0,87649;-1
merdiven;-0,108033799;-1
merdivenler;-0,125;-1
merdut;0,101497683;1
merek;0,140097439;1
meres;0,671437439;1
meret;-0,396526138;-1
merhaba;0,100936882;1
merhale;0,104496828;1
merhamet;0,155421523;1
merhamet etme;0,655043791;1
merhamet etmek;-0,06145169;-1
merhametle;0,286517439;1
merhametli;0,184995251;1
merhametlilik;-0,42614;-1
merhametsiz;-0,217422866;-1
merhametsizlik;-0,497560552;-1
merhem;0,080755963;1
merhemle;-0,30607;-1
merhemler;-0,25;-1
merhum;0,094988889;1
merhum olmak;-0,009280944;-1
merhume;-0,615678008;-1
merhumun;-0,375;-1
meri;-0,345184338;-1
meridyen;0,161517439;1
meridyen düzlemi;-0,345985267;-1
merih;0,144017439;1
merinos;0,411517439;1
merinos koyun;0,411517439;1
merinos koyunu;0,411517439;1
meristem;0,289677439;1
meriyet;0,286517439;1
mer'iyet;0,286517439;1
merkep;0,328109295;1
merkez;0,039327702;1
merkez tutmak;0,074440609;1
merkezci;0,163892439;1
merkezcil;-0,10227;-1
merkezcilik;-0,04769;-1
merkeze;-0,14492;-1
merkezi;-0,060894767;-1
merkezi sahne;0,119847439;1
merkeziyet;-0,04769;-1
merkeziyetçi;0,209017439;1
merkeziyetçilik;-0,04769;-1
merkezkaç;-0,172162111;-1
merkezleme;0,119847439;1
mermer;-0,14823;-1
mermer ahşap;-0,08333;-1
mermer tornacısı;-0,095090913;-1
mermeri;0,141462339;1
mermerler;0,078187439;1
mermerleştirmek;-0,125;-1
mermi;-0,218182753;-1
merminin;-0,4048092;-1
merpuç;0,129541198;1
merraren;-0,20851;-1
merserize;-0,125;-1
mersin;-0,125;-1
mersin ağacı;-0,133298348;-1
mersin aile;0,161517439;1
mersingiller;0,161517439;1
mersiye;-0,238751796;-1
mersiye düzmek;-0,25;-1
mersiye yazarı;-0,25;-1
mert;0,223625534;1
mertçe;0,302036206;1
mertebe;-0,102503835;-1
mertebeli;0,244847439;1
mertek;-0,08797959;-1
mertlik;0,17401159;1
mertlikle;0,342679664;1
meryem tövbekâr;-0,25;-1
meryemiye;0,170357439;1
merzengûş;0,478367439;1
mesabe;-0,17073;-1
mesafe;-0,038792965;-1
mesafeli;-0,06831904;-1
mesafesi;-0,01276;-1
mesai;-0,044145837;-1
mesaj;-0,019465845;-1
mesame;0,161754593;1
mesane;0,138787439;1
mescit;-0,2617;-1
mesel;0,157918726;1
mesela;0,088077439;1
meselâ;0,088077439;1
mesele;-0,036947846;-1
meselesi;-0,25;-1
mesen;-0,52274;-1
meserretle;0,286517439;1
meses;-0,075;-1
mesh;0,265417439;1
mesih;-0,10167;-1
mesih içinde;0,411517439;1
mesihçi;0,161517439;1
mesihliğini;-0,125;-1
mesire;-0,080686021;-1
mesken;-0,139723516;-1
meskenet;-0,242110693;-1
meskûk;-0,109400695;-1
meskun;0,22606571;1
meskun kılmak;0,114332;1
meskûn olmayan;-0,25;-1
meskût;-0,35417;-1
mesleği;0,152927439;1
meslek;0,081200221;1
meslek lisesi;0,161517439;1
mesleki;0,141407439;1
meslekî;0,141407439;1
mesleki olmayan;-0,625;-1
mesleki tehlike;-0,375;-1
mesleki terapi;-0,75;-1
mesleksel;0,141407439;1
mesleksiz;0,08532993;1
meslektaş;-0,047299235;-1
meslektaşım;-0,08333;-1
mesmerize;0,119847439;1
mesne efendisi;0,161517439;1
mesnet;0,039636539;1
mesnetli;-0,444332907;-1
mesnetsiz;0,150577475;1
mesnevi;0,320217439;1
mesomorfik;0,286517439;1
mesrur;0,179760931;1
messi;-0,5;-1
mest;0,044607061;1
mest etmek;0,243224317;1
mest olmak;0,200903043;1
mestur;0,141907439;1
mesul;-0,07905325;-1
mes'ul;0,195408314;1
mesuliyet;-0,031660526;-1
mesuliyetli;0,195408314;1
mes'uliyetli;0,195408314;1
mesuliyetsiz;-0,107773007;-1
mesut;0,144672775;1
mesut etmek;0,271789694;1
meşakkat;-0,083398223;-1
meşakkatle;-0,10305845;-1
meşakkatli;-0,20022243;-1
meşakkatsiz;-0,029439101;-1
meşale;-0,0775;-1
meş'ale;-0,0775;-1
meşale şarkı;0,411517439;1
meşbu;-0,253069377;-1
meşcere;-0,137245487;-1
meşe;0,078187439;1
meşecik;-0,125;-1
meşerret;0,105183493;1
meşgale;0,15665326;1
meşgul;0,23341018;1
meşgul etmek;0,396159899;1
meşgul olmak;-0,091760893;-1
meşguliyet;-0,060194907;-1
meşhur;0,172526521;1
meşhut suç;0,099017439;1
meşime;-0,274128341;-1
meşin;0,104707695;1
meşk;0,167331664;1
meşkuk;-0,093370962;-1
meşrep;0,137871841;1
meşru;0,101126921;1
meşrubat;0,053096226;1
meşruiyet;0,078187439;1
meşruluk;0,150937731;1
meşrut;-0,00208082;-1
meşrutiyet;0,152807439;1
meşum;0,081417439;1
meş'um;-0,103736004;-1
met;-0,018693005;-1
meta;-0,146431095;-1
metabolizma;0,119847439;1
metafizik;0,127427439;1
metafiziksel;0,286517439;1
metafor;-0,5;-1
metal;0,066787439;1
metal dökücü;0,304810306;1
metal işçisi;0,101687439;1
metal kesme;0,786517439;1
metal temizleyici;-0,375;-1
metal yatak;0,073517439;1
metalik;0,298367439;1
metallurgist;-0,125;-1
metamatematik;0,161517439;1
metamorfik;0,119847439;1
metamorfoz;-0,1681;-1
metan;-0,19071;-1
metanet;0,140487082;1
metanetli;-0,257994568;-1
metanetsiz;-0,086211706;-1
metasiyez;-0,125;-1
metastaz;-0,29474;-1
metazori;-0,451528044;-1
metbu;0,068217439;1
metelik;0,052000767;1
meteliksiz;-0,337766925;-1
meteliksizlik;-0,429332441;-1
meteor;0,174147439;1
meteorik;-0,06818;-1
meteorolog;0,453187439;1
meteoroloji;0,05385173;1
meteoroloji uzmanı;0,453187439;1
meteorolojik;-0,30391;-1
metfen;0,052047019;1
metformin;-0,25;-1
metfun;-0,4217464;-1
meth;0,183566162;1
methaldar;-0,59992;-1
methapirilen;-0,375;-1
methet;0,124247439;1
methetme;0,189791118;1
methetmek;-0,062789108;-1
methiye;0,173485642;1
methiye düzmek;0,161517439;1
metil;-0,125;-1
metil radikali;-0,125;-1
metin;-0,061816035;-1
metis;0,186883111;1
metodistler;0,161517439;1
metodizm;0,661517439;1
metodluluk;0,286517439;1
metodoloji;-0,355;-1
metodolojik;0,286517439;1
metokarbamol;-0,125;-1
metot;0,08645277;1
metot mühendisi;0,172273841;1
metotreksat;-0,625;-1
metraj;0,335857439;1
metralji;-0,625;-1
metrazol şok;-0,25;-1
metrdotel;-0,006916116;-1
metre;-0,137062642;-1
metre sistemi;-0,11945;-1
metrekare;0,148557439;1
metreküp;0,119577439;1
metres;0,163744617;1
metresel önekler;0,175207439;1
metrik;-0,33333;-1
metrik olmayan;-0,5;-1
metrik sistem;-0,11945;-1
metris;-0,258053807;-1
metrit;-0,375;-1
metro;-0,16713;-1
metronidazol;-0,25;-1
metronidazole;-0,25;-1
metropol;0,314557439;1
metropoliten;-0,16713;-1
metroraji;-0,625;-1
metruk;-0,125316262;-1
metrûk;-0,326735233;-1
metruke;0,576783849;1
metrukiyet;-0,056257348;-1
mevaşi;0,115187222;1
mevcudat;0,264772598;1
mevcudiyet;-0,002819193;-1
mevcut;-0,010463779;-1
mevcut olmak;0,159134118;1
mevdu;0,577641208;1
mevduat;-0,170268988;-1
mevhibe;0,652957439;1
mevhum;0,122871453;1
mevki;-0,176555302;-1
mevkiini kaybetmek;-0,01189766;-1
mevkip;0,037988106;1
mevkuf;0,057481274;1
mevkut;0,279361989;1
mevkute;0,276269434;1
mevla;0,175044336;1
mevlevî pilâvı;0,179347439;1
mevlit;-0,087527596;-1
mevlithan;0,145812418;1
mevlut;-0,036612432;-1
mevrut;0,161517439;1
mevsim;0,054709797;1
mevsimlik;-0,028568515;-1
mevsimsiz;-0,3473625;-1
mevsuf;0,073374594;1
mevsuk;0,383610439;1
mevt;0,048324118;1
mevta;-0,12008571;-1
mevut;-0,47619;-1
mevzi;-0,372;-1
mevzii;-0,17419393;-1
mevziî;-0,065798683;-1
mevzilen;-0,41731;-1
mevzilendirmek;0,119847439;1
mevzu;-0,139885069;-1
mevzuat;-0,00477238;-1
mevzun;0,077287439;1
mey;0,08169461;1
meyal;0,404957439;1
meyan;0,210127439;1
meyan kökü;-0,125;-1
meyan otu;-0,375;-1
meydan;0,046040801;1
meydan okuma;0,536517439;1
meydan okumak;-0,375;-1
meydan okuyan;-0,125;-1
meydana;0,172877439;1
meydana çıkarma;0,043907439;1
meydana çıkarmak;0,104328067;1
meydana çıkartmak;0,160277993;1
meydana çıkmak;0,051728835;1
meydana gelmek;0,039227942;1
meydana getirme;0,187187564;1
meydana getirmek;0,180534883;1
meydanda;0,103619285;1
meydanlık;-0,075209461;-1
meyerbeer;0,161517439;1
meyhane;-0,019628379;-1
meyil;0,15508284;1
meyilli;-0,065054623;-1
meylet;0,233087439;1
meyletme;0,17158034;1
meyletmek;0,211466573;1
meylettirme;0,177849161;1
meyli;-0,12;-1
meyl-i ibtisam;0,161667175;1
meymenet;-0,166833081;-1
meymenetsiz;-0,368790754;-1
meyus;-0,173002923;-1
meyusiyet;-0,205762057;-1
meyva;0,091049679;1
meyve;0,193496176;1
meyve elde;0,377427439;1
meyve ezmesi;0,1275893;1
meyve şekeri;-0,130297667;-1
meyvedar;-0,29167;-1
meyveli;-0,29167;-1
meyvelik;0,062447439;1
meyvemsi;-0,07949;-1
meyyal;0,092023322;1
meyyit;-0,159653133;-1
meyzin;0,137183156;1
mezalim;-0,051622538;-1
mezam;-0,173197194;-1
mezar;-0,099414284;-1
mezar odası;-0,125;-1
mezarcı;0,286517439;1
mezarlık;-0,014608753;-1
mezat;0,072522192;1
mezbaha;-0,240186804;-1
mezbele;0,045481117;1
mezbelelik;-0,187167073;-1
mezcetmek;-0,156920603;-1
meze;0,122448909;1
mezelenmek;0,067028578;1
mezgit;-0,18231;-1
mezhep;-0,030178133;-1
mezheplerden;0,411517439;1
mezhepsiz;-0,625;-1
meziyet;0,259720762;1
meziyetli;0,35432466;1
mezkur;-0,134568471;-1
mezkûr;-0,130159901;-1
mezoderm;0,105797439;1
mezofitik;-0,125;-1
mezomorfi;0,161517439;1
mezru;0,184247439;1
mezun;0,07282175;1
mezun etmek;-0,130645769;-1
mezun tablosu;-0,25;-1
mezuniyet;-0,009322639;-1
mezzosoprano;0,673847439;1
mghorta polinom;0,161517439;1
mı;-0,04171;-1
mıcır;0,061557439;1
mıh;-0,079542107;-1
mıhla;-0,00334;-1
mıhla tutturmak;0,114939082;1
mıhlama;0,445767439;1
mıhlamak;0,10301526;1
mıhsıçtı;-0,25;-1
mıhta;-0,036564719;-1
mık;0,122237439;1
mıknatıs;0,14210046;1
mıknatısî;0,083197439;1
mıknatısla;0,428787439;1
mıknatıssal;0,083197439;1
mıncıkla;-0,02444;-1
mıntaka;-0,056643216;-1
mıntıka;-0,191932235;-1
mır;-0,7012;-1
mır mır;-0,5;-1
mırıl;0,066227439;1
mırıl mırıl;-0,40278;-1
mırıldanan;-0,125;-1
mırıldanarak;-0,40278;-1
mırıldanıp;-0,58333;-1
mırıldanma;-0,4375;-1
mırıldanmak;-0,280733236;-1
mırıltı;-0,25;-1
mırın;0,411057439;1
mırın kırın;0,285930897;1
mısır;-0,13189;-1
mısır gülü;-0,07619;-1
mısır kurdu;0,536517439;1
mısır püskülü;0,261986295;1
mısır şekeri;0,078187439;1
mısır şurubu;0,161517439;1
mısır tavuğu;-0,0217546;-1
mısır tohumu;0,536517439;1
mısır turnası;0,118757439;1
mısra;0,076594938;1
mıstara;0,629737439;1
mışıl;-0,01203;-1
mıymıntı;0,111928376;1
mızı;0,276167439;1
mızıka;0,123778802;1
mızıkacı;0,286167052;1
mızıkçı;-0,215530349;-1
mızıkçılık etmek;0,069937495;1
mızıklanmak;-0,009526031;-1
mızıldanmak;-0,044640029;-1
mızırdanmak;-0,452784795;-1
mızmız;-0,145451575;-1
mızmızlan;0,087997439;1
mızmızlanan;-0,75;-1
mızmızlanmak;-0,574787124;-1
mızrak;0,279006334;1
mızrap;0,330512368;1
mi;-0,03107;-1
mia;-0,37286246;-1
miad;-0,016769417;-1
miat;0,187757439;1
miço;0,086891672;1
midazolam;-0,125;-1
mide;-0,071939911;-1
mide bulandırmak;0,161517439;1
mide bulantısı;-0,20833;-1
mide ekşimesi;-0,625;-1
mide gribi;-0,625;-1
mide iltihabı;-0,75;-1
mideci;-0,060904985;-1
midesi;-0,5;-1
midi;-0,37981;-1
midibüs;-0,59752;-1
midilli;-0,294151491;-1
midye;0,236697439;1
miftah;0,250337439;1
migfer;-0,29653;-1
migren;-0,15514;-1
miğfer;-0,019061258;-1
miğferli;-0,33412357;-1
mih;0,168325555;1
mihenk;0,140594789;1
mihmam;0,121197439;1
mihman;0,121197439;1
mihmandar;0,045556277;1
mihnet;-0,114435554;-1
mihrace;0,1522966;1
mihrak;-0,079854;-1
mihrap;0,196247439;1
mihver;0,222014084;1
mika;0,199447439;1
mikado;0,152059928;1
mikado çöpleri;-0,125;-1
mikâp;0,267697439;1
mikobakteriler;-0,125;-1
mikobakteriyum;-0,125;-1
mikro;-0,135611051;-1
mikro meteor;-0,25;-1
mikro meteorit;-0,25;-1
mikrobik;-0,125;-1
mikrobiyal;-0,125;-1
mikrobiyoloji;0,371137439;1
mikrodalga;0,166127439;1
mikrofon;0,265192689;1
mikrofonik;-0,2626;-1
mikroglialar;0,161517439;1
mikroişlemci;0,141977439;1
mikrokok;-0,125;-1
mikrometre;0,227087439;1
mikron;0,227087439;1
mikroorganizma;-0,08284;-1
mikrop;-0,170688753;-1
